#  	Car Position (km)
---	---------------- 
001	20.202
002	18.224
003	06.305
004	02.111
005	37.197
006	38.124
007	14.860
008	19.453
009	25.153
010	36.614
011	34.425
012	38.231
013	02.940
014	09.512
015	16.913
016	29.817
017	31.247
018	23.127
019	14.386
020	23.800
021	12.504
022	09.917
023	08.089
024	26.076
025	21.374
026	08.208
027	03.878
028	29.294
029	31.370
030	24.644
031	36.903
032	39.275
033	29.271
034	02.002
035	22.627
036	38.119
037	21.422
038	35.207
039	11.784
040	18.002
041	14.602
042	34.814
043	33.655
044	09.274
045	19.062
046	09.938
047	25.006
048	32.247
049	32.438
050	31.524
051	21.335
052	04.168
053	20.635
054	22.091
055	32.556
056	31.180
057	35.433
058	39.491
059	37.009
060	09.620
061	38.415
062	39.933
063	25.706
064	11.883
065	16.964
066	19.478
067	12.962
068	19.074
069	20.472
070	23.381
071	00.084
072	26.060
073	13.519
074	19.129
075	35.535
076	24.061
077	17.662
078	11.702
079	38.016
080	21.756
081	14.625
082	38.527
083	18.141
084	17.942
085	31.048
086	16.812
087	29.920
088	07.125
089	38.582
090	27.364
091	04.985
092	03.954
093	23.026
094	26.705
095	10.543
096	33.272
097	02.294
098	23.259
099	26.260
100	09.600
101	25.430
102	33.539
103	15.813
104	23.196
105	23.474
106	10.755
107	35.599
108	39.412
109	07.908
110	10.921
111	16.086
112	03.875
113	03.508
114	10.514
115	30.568
116	28.112
117	19.842
118	14.907
119	11.578
120	28.521
121	29.256
122	38.263
123	26.979
124	26.215
125	09.101
126	33.263
127	25.758
128	06.027
129	22.069
130	22.996
131	07.808
132	20.085
133	10.897
134	17.507
135	22.482
136	24.651
137	32.316
138	23.993
139	17.488
140	38.503
141	10.040
142	22.273
143	22.651
144	06.965
145	27.676
146	16.159
147	22.382
148	07.748
149	29.858
150	26.514
151	26.173
152	23.089
153	33.515
154	03.233
155	08.182
156	27.249
157	11.080
158	21.098
159	35.018
160	39.253
161	13.585
162	28.387
163	35.053
164	27.816
165	13.939
166	37.302
167	03.131
168	08.723
169	09.366
170	21.760
171	21.272
172	24.508
173	06.810
174	00.752
175	29.001
176	22.099
177	26.304
178	34.439
179	36.168
180	26.136
181	34.626
182	25.342
183	36.658
184	04.045
185	05.241
186	18.438
187	13.121
188	33.462
189	10.390
190	11.649
191	00.880
192	13.463
193	27.318
194	02.189
195	03.423
196	08.110
197	23.035
198	24.387
199	22.396
200	14.145
201	30.616
202	01.093
203	21.768
204	24.226
205	24.930
206	13.430
207	08.857
208	32.945
209	06.846
210	12.641
211	24.153
212	24.907
213	12.307
214	12.928
215	07.373
216	32.488
217	16.336
218	15.667
219	08.983
220	15.454
221	21.890
222	03.060
223	04.370
224	35.454
225	09.625
226	23.225
227	02.149
228	15.448
229	37.018
230	28.937
231	18.585
232	07.473
233	13.924
234	08.659
235	16.861
236	21.713
237	26.519
238	21.212
239	02.940
240	15.653
241	12.734
242	14.374
243	09.023
244	04.174
245	29.642
246	12.894
247	01.109
248	29.775
249	16.911
250	02.843
251	18.933
252	06.648
253	10.317
254	16.935
255	14.546
256	23.194
257	35.438
258	19.389
259	20.081
260	34.604
261	14.023
262	39.089
263	05.744
264	00.465
265	24.205
266	06.266
267	05.826
268	21.920
269	10.542
270	30.595
271	33.537
272	28.731
273	21.071
274	17.572
275	14.747
276	18.661
277	15.897
278	35.207
279	06.186
280	39.911
281	05.486
282	34.531
283	05.435
284	31.928
285	16.731
286	35.103
287	28.069
288	20.707
289	30.954
290	30.657
291	21.509
292	01.786
293	30.431
294	10.201
295	05.730
296	17.465
297	28.632
298	26.361
299	17.646
300	04.319
301	04.263
302	15.424
303	29.077
304	32.934
305	10.328
306	02.504
307	07.396
308	23.837
309	26.805
310	10.434
311	13.513
312	21.927
313	09.184
314	32.443
315	03.572
316	06.267
317	14.957
318	26.368
319	18.777
320	02.948
321	26.338
322	02.093
323	31.988
324	35.761
325	09.816
326	24.114
327	30.277
328	32.788
329	21.828
330	17.550
331	29.334
332	06.544
333	24.686
334	08.654
335	38.698
336	01.143
337	38.034
338	09.782
339	05.961
340	12.051
341	38.516
342	14.001
343	23.668
344	12.264
345	33.926
346	15.950
347	24.366
348	03.364
349	18.038
350	23.270
351	17.252
352	10.693
353	18.413
354	26.859
355	34.154
356	38.989
357	21.888
358	18.405
359	33.071
360	38.099
361	01.062
362	20.095
363	14.253
364	18.015
365	09.999
366	04.101
367	16.820
368	38.250
369	08.480
370	08.368
371	03.176
372	38.662
373	31.539
374	20.452
375	23.964
376	17.158
377	24.629
378	22.588
379	08.100
380	14.271
381	34.672
382	08.846
383	00.392
384	15.422
385	03.357
386	39.220
387	33.543
388	28.762
389	31.440
390	05.648
391	31.819
392	39.798
393	31.443
394	31.432
395	00.434
396	03.578
397	01.024
398	28.208
399	17.712
400	31.038
401	10.407
402	13.582
403	16.339
404	18.172
405	04.686
406	27.706
407	15.519
408	35.019
409	35.395
410	38.564
411	27.635
412	36.034
413	35.664
414	13.381
415	30.980
416	34.194
417	19.400
418	37.552
419	14.417
420	38.327
421	17.294
422	22.671
423	00.318
424	26.402
425	01.119
426	01.668
427	18.900
428	17.135
429	12.658
430	21.796
431	00.064
432	28.069
433	24.705
434	15.110
435	28.128
436	10.361
437	39.024
438	31.313
439	10.326
440	08.818
441	09.713
442	19.267
443	21.736
444	10.318
445	10.366
446	21.171
447	07.257
448	14.539
449	39.516
450	37.354
451	25.579
452	28.028
453	21.243
454	09.812
455	10.527
456	25.930
457	26.469
458	39.099
459	21.985
460	05.273
461	35.320
462	11.825
463	01.558
464	29.559
465	02.107
466	35.013
467	17.426
468	36.417
469	11.811
470	08.714
471	38.327
472	28.466
473	10.652
474	39.773
475	18.384
476	12.045
477	33.126
478	07.282
479	22.489
480	09.335
481	34.120
482	34.249
483	36.196
484	06.434
485	07.001
486	20.180
487	24.635
488	13.282
489	27.298
490	25.710
491	11.652
492	20.906
493	06.399
494	13.152
495	03.437
496	27.269
497	30.883
498	35.732
499	00.140
500	25.073
501	00.451
502	33.500
503	04.477
504	23.199
505	21.054
506	15.355
507	08.106
508	08.024
509	19.732
510	24.300
511	14.537
512	01.694
513	03.763
514	16.999
515	01.619
516	01.471
517	09.144
518	38.909
519	17.135
520	27.625
521	32.036
522	02.687
523	17.817
524	06.898
525	31.693
526	20.287
527	05.076
528	14.383
529	34.541
530	38.099
531	00.020
532	08.735
533	16.429
534	39.666
535	35.822
536	23.960
537	33.732
538	31.990
539	27.287
540	25.586
541	13.855
542	19.099
543	25.433
544	19.843
545	21.829
546	30.508
547	19.202
548	01.558
549	12.058
550	12.422
551	26.889
552	19.775
553	12.928
554	05.925
555	06.666
556	29.703
557	16.859
558	09.153
559	28.552
560	05.391
561	39.514
562	09.341
563	29.479
564	09.615
565	29.266
566	35.871
567	38.562
568	35.783
569	31.665
570	06.866
571	11.494
572	11.214
573	03.501
574	19.590
575	30.943
576	22.007
577	07.228
578	08.830
579	14.124
580	26.738
581	38.882
582	07.679
583	19.205
584	29.579
585	11.235
586	31.533
587	38.978
588	02.993
589	28.859
590	28.842
591	13.215
592	25.974
593	12.861
594	01.092
595	00.416
596	15.871
597	00.460
598	09.696
599	25.126
600	00.174
601	18.194
602	38.891
603	18.797
604	19.178
605	27.447
606	11.485
607	20.142
608	31.292
609	27.092
610	18.179
611	35.208
612	09.811
613	10.456
614	21.446
615	37.902
616	13.298
617	32.424
618	11.344
619	38.444
620	21.294
621	27.401
622	23.373
623	00.258
624	32.884
625	29.962
626	17.399
627	05.034
628	07.729
629	07.428
630	01.902
631	11.241
632	07.496
633	17.213
634	09.200
635	23.089
636	10.168
637	11.695
638	25.051
639	04.983
640	00.569
641	09.471
642	29.936
643	00.743
644	07.467
645	14.266
646	39.543
647	07.380
648	00.992
649	31.369
650	38.423
651	09.986
652	23.618
653	06.390
654	23.451
655	07.285
656	03.830
657	12.212
658	12.729
659	06.662
660	33.624
661	17.458
662	30.687
663	03.002
664	39.348
665	03.371
666	31.663
667	37.403
668	19.926
669	15.912
670	31.870
671	39.867
672	07.354
673	26.028
674	23.656
675	14.301
676	21.419
677	23.386
678	26.110
679	24.696
680	23.897
681	27.541
682	02.572
683	28.082
684	27.094
685	25.366
686	28.226
687	32.886
688	37.358
689	34.714
690	19.977
691	20.573
692	16.331
693	31.650
694	25.944
695	33.942
696	00.954
697	02.260
698	33.393
699	07.237
700	17.877
701	09.876
702	11.597
703	11.213
704	18.695
705	24.733
706	20.076
707	10.561
708	29.534
709	25.427
710	02.858
711	21.628
712	11.817
713	30.204
714	35.841
715	35.079
716	10.602
717	10.958
718	17.045
719	31.205
720	22.737
721	03.979
722	08.474
723	24.806
724	09.096
725	38.861
726	13.519
727	12.103
728	03.540
729	00.618
730	25.255
731	33.872
732	15.766
733	19.925
734	28.715
735	37.030
736	26.049
737	12.560
738	04.126
739	11.129
740	26.970
741	01.481
742	18.332
743	36.751
744	20.497
745	13.616
746	08.037
747	09.521
748	08.409
749	08.322
750	11.217
751	16.507
752	39.836
753	25.619
754	31.998
755	00.987
756	21.768
757	19.654
758	29.468
759	17.107
760	16.718
761	26.518
762	22.371
763	07.692
764	26.286
765	05.395
766	39.295
767	36.485
768	30.172
769	08.183
770	17.930
771	30.355
772	37.304
773	35.067
774	07.165
775	17.500
776	29.013
777	22.215
778	32.225
779	24.463
780	13.797
781	02.589
782	25.766
783	17.753
784	09.014
785	22.042
786	26.775
787	25.146
788	16.935
789	00.240
790	04.316
791	07.224
792	10.872
793	39.566
794	14.630
795	11.504
796	31.716
797	25.075
798	27.754
799	29.477
800	35.996
----------
