#  	Clock   	Arrival Time(s)
---	--------	---------------
001	12:00:04	004.728
002	12:00:06	006.752
003	12:00:08	008.598
004	12:00:09	009.200
005	12:00:12	012.301
006	12:00:12	012.637
007	12:00:13	013.047
008	12:00:14	014.786
009	12:00:16	016.792
010	12:00:18	018.031
011	12:00:24	024.909
012	12:00:24	024.953
013	12:00:28	028.803
014	12:00:30	030.107
015	12:00:33	033.171
016	12:00:36	036.009
017	12:00:40	040.564
018	12:00:40	040.627
019	12:00:41	041.055
020	12:00:41	041.514
021	12:00:43	043.227
022	12:00:44	044.989
023	12:00:48	048.478
024	12:00:50	050.613
025	12:00:51	051.445
026	12:00:52	052.528
027	12:00:57	057.757
028	12:00:59	059.129
029	12:01:01	061.023
030	12:01:04	064.059
031	12:01:04	064.161
032	12:01:06	066.119
033	12:01:12	072.758
034	12:01:17	077.078
035	12:01:17	077.225
036	12:01:20	080.264
037	12:01:22	082.147
038	12:01:23	083.218
039	12:01:28	088.420
040	12:01:36	096.254
041	12:01:36	096.356
042	12:01:37	097.710
043	12:01:37	097.782
044	12:01:40	100.153
045	12:01:40	100.319
046	12:01:41	101.928
047	12:01:42	102.785
048	12:01:46	106.029
049	12:01:47	107.624
050	12:01:54	114.712
051	12:02:05	125.666
052	12:02:06	126.807
053	12:02:06	126.874
054	12:02:10	130.264
055	12:02:10	130.481
056	12:02:12	132.200
057	12:02:12	132.890
058	12:02:16	136.886
059	12:02:17	137.330
060	12:02:18	138.440
061	12:02:19	139.786
062	12:02:21	141.762
063	12:02:22	142.196
064	12:02:24	144.714
065	12:02:32	152.112
066	12:02:32	152.115
067	12:02:32	152.602
068	12:02:34	154.295
069	12:02:38	158.718
070	12:02:39	159.196
071	12:02:42	162.380
072	12:02:42	162.392
073	12:02:44	164.311
074	12:02:52	172.902
075	12:02:54	174.873
076	12:02:54	174.930
077	12:02:59	179.554
078	12:03:00	180.506
079	12:03:03	183.138
080	12:03:03	183.708
081	12:03:06	186.436
082	12:03:09	189.250
083	12:03:10	190.228
084	12:03:11	191.184
085	12:03:13	193.671
086	12:03:15	195.097
087	12:03:16	196.200
088	12:03:19	199.349
089	12:03:19	199.487
090	12:03:19	199.936
091	12:03:20	200.436
092	12:03:21	201.323
093	12:03:22	202.235
094	12:03:24	204.600
095	12:03:24	204.838
096	12:03:25	205.001
097	12:03:25	205.238
098	12:03:31	211.292
099	12:03:33	213.248
100	12:03:38	218.474
101	12:03:40	220.196
102	12:03:46	226.389
103	12:03:47	227.384
104	12:03:50	230.066
105	12:03:52	232.709
106	12:03:54	234.511
107	12:03:57	237.878
108	12:04:02	242.665
109	12:04:05	245.347
110	12:04:07	247.305
111	12:04:12	252.130
112	12:04:16	256.891
113	12:04:18	258.904
114	12:04:19	259.126
115	12:04:23	263.611
116	12:04:25	265.091
117	12:04:29	269.139
118	12:04:29	269.866
119	12:04:31	271.107
120	12:04:31	271.988
121	12:04:32	272.142
122	12:04:32	272.372
123	12:04:50	290.197
124	12:04:55	295.319
125	12:04:58	298.053
126	12:05:00	300.409
127	12:05:00	300.802
128	12:05:01	301.165
129	12:05:04	304.292
130	12:05:05	305.051
131	12:05:06	306.655
132	12:05:13	313.294
133	12:05:16	316.712
134	12:05:17	317.821
135	12:05:20	320.153
136	12:05:24	324.525
137	12:05:26	326.227
138	12:05:27	327.266
139	12:05:29	329.429
140	12:05:31	331.260
141	12:05:32	332.501
142	12:05:36	336.576
143	12:05:37	337.991
144	12:05:38	338.552
145	12:05:39	339.798
146	12:05:42	342.063
147	12:05:42	342.079
148	12:05:44	344.205
149	12:05:44	344.446
150	12:05:53	353.009
151	12:05:53	353.342
152	12:05:54	354.020
153	12:05:55	355.477
154	12:06:01	361.304
155	12:06:02	362.785
156	12:06:04	364.846
157	12:06:06	366.888
158	12:06:06	367.000
159	12:06:12	372.323
160	12:06:15	375.184
161	12:06:24	384.310
162	12:06:25	385.776
163	12:06:25	385.780
164	12:06:30	390.916
165	12:06:32	392.336
166	12:06:33	393.118
167	12:06:33	393.743
168	12:06:36	396.032
169	12:06:45	405.274
170	12:06:46	406.982
171	12:06:49	409.305
172	12:06:51	411.686
173	12:06:52	412.748
174	12:06:54	414.220
175	12:06:56	416.297
176	12:06:56	416.640
177	12:06:58	418.076
178	12:07:01	421.640
179	12:07:03	423.640
180	12:07:06	426.066
181	12:07:12	432.019
182	12:07:13	433.150
183	12:07:14	434.419
184	12:07:15	435.442
185	12:07:20	440.011
186	12:07:20	440.486
187	12:07:21	441.799
188	12:07:24	444.548
189	12:07:24	444.637
190	12:07:25	445.246
191	12:07:27	447.234
192	12:07:27	447.389
193	12:07:33	453.037
194	12:07:34	454.005
195	12:07:36	456.452
196	12:07:37	457.064
197	12:07:37	457.654
198	12:07:40	460.273
199	12:07:42	462.817
200	12:07:45	465.191
201	12:07:48	468.036
202	12:07:52	472.158
203	12:07:53	473.471
204	12:07:54	474.293
205	12:07:54	474.520
206	12:07:54	474.668
207	12:08:00	480.256
208	12:08:01	481.148
209	12:08:03	483.469
210	12:08:03	483.827
211	12:08:07	487.685
212	12:08:08	488.060
213	12:08:08	488.307
214	12:08:21	501.200
215	12:08:23	503.511
216	12:08:27	507.300
217	12:08:29	509.402
218	12:08:34	514.547
219	12:08:36	516.372
220	12:08:44	524.067
221	12:08:44	524.762
222	12:08:45	525.495
223	12:08:46	526.485
224	12:08:50	530.249
225	12:08:52	532.525
226	12:08:54	534.885
227	12:08:55	535.156
228	12:08:57	537.304
229	12:08:58	538.318
230	12:09:03	543.274
231	12:09:03	543.789
232	12:09:11	551.427
233	12:09:14	554.773
234	12:09:16	556.260
235	12:09:21	561.505
236	12:09:22	562.183
237	12:09:28	568.374
238	12:09:30	570.608
239	12:09:30	570.865
240	12:09:31	571.945
241	12:09:37	577.041
242	12:09:37	577.451
243	12:09:38	578.561
244	12:09:40	580.153
245	12:09:40	580.252
246	12:09:41	581.558
247	12:09:46	586.522
248	12:09:48	588.118
249	12:09:52	592.364
250	12:09:53	593.969
251	12:10:00	600.070
252	12:10:00	600.230
253	12:10:02	602.013
254	12:10:04	604.086
255	12:10:04	604.814
256	12:10:05	605.613
257	12:10:14	614.867
258	12:10:15	615.336
259	12:10:16	616.854
260	12:10:18	618.016
261	12:10:19	619.111
262	12:10:20	620.085
263	12:10:21	621.989
264	12:10:26	626.312
265	12:10:26	626.621
266	12:10:27	627.740
267	12:10:28	628.315
268	12:10:30	630.745
269	12:10:31	631.557
270	12:10:33	633.441
271	12:10:34	634.180
272	12:10:37	637.435
273	12:10:38	638.565
274	12:10:41	641.980
275	12:10:42	642.142
276	12:10:48	648.052
277	12:10:51	651.215
278	12:10:53	653.213
279	12:10:53	653.442
280	12:10:53	653.792
281	12:10:55	655.052
282	12:10:57	657.858
283	12:10:59	659.687
284	12:11:03	663.001
285	12:11:09	669.021
286	12:11:09	669.843
287	12:11:09	669.848
288	12:11:19	679.070
289	12:11:19	679.443
290	12:11:23	683.741
291	12:11:24	684.690
292	12:11:24	684.996
293	12:11:26	686.328
294	12:11:26	686.677
295	12:11:27	687.521
296	12:11:27	687.923
297	12:11:32	692.646
298	12:11:33	693.782
299	12:11:36	696.277
300	12:11:38	698.327
301	12:11:41	701.462
302	12:11:42	702.851
303	12:11:42	702.866
304	12:11:44	704.095
305	12:11:45	705.114
306	12:11:47	707.805
307	12:11:48	708.352
308	12:11:49	709.054
309	12:11:50	710.786
310	12:11:52	712.543
311	12:11:55	715.929
312	12:11:56	716.147
313	12:11:57	717.314
314	12:12:03	723.449
315	12:12:04	724.331
316	12:12:08	728.287
317	12:12:10	730.927
318	12:12:11	731.756
319	12:12:12	732.571
320	12:12:13	733.849
321	12:12:18	738.189
322	12:12:18	738.738
323	12:12:20	740.665
324	12:12:22	742.599
325	12:12:23	743.813
326	12:12:24	744.625
327	12:12:24	744.629
328	12:12:26	746.985
329	12:12:27	747.293
330	12:12:27	747.504
331	12:12:27	747.556
332	12:12:28	748.910
333	12:12:32	752.154
334	12:12:33	753.770
335	12:12:34	754.465
336	12:12:34	754.936
337	12:12:38	758.278
338	12:12:39	759.869
339	12:12:44	764.768
340	12:12:46	766.099
341	12:12:47	767.827
342	12:12:48	768.487
343	12:12:50	770.144
344	12:12:56	776.516
345	12:12:57	777.694
346	12:12:59	779.928
347	12:12:59	779.952
348	12:13:02	782.977
349	12:13:04	784.189
350	12:13:04	784.561
351	12:13:05	785.053
352	12:13:05	785.129
353	12:13:06	786.213
354	12:13:06	786.376
355	12:13:12	792.043
356	12:13:14	794.177
357	12:13:17	797.377
358	12:13:21	801.179
359	12:13:21	801.515
360	12:13:25	805.401
361	12:13:29	809.043
362	12:13:30	810.663
363	12:13:37	817.480
364	12:13:43	823.267
365	12:13:44	824.099
366	12:13:47	827.466
367	12:13:53	833.190
368	12:14:00	840.574
369	12:14:03	843.294
370	12:14:04	844.786
371	12:14:08	848.916
372	12:14:11	851.736
373	12:14:17	857.825
374	12:14:25	865.733
375	12:14:26	866.680
376	12:14:30	870.946
377	12:14:33	873.792
378	12:14:34	874.330
379	12:14:39	879.115
380	12:14:39	879.387
381	12:14:39	879.410
382	12:14:41	881.851
383	12:14:41	881.875
384	12:14:44	884.249
385	12:14:45	885.367
386	12:14:47	887.372
387	12:14:48	888.270
388	12:14:52	892.789
389	12:14:53	893.079
390	12:14:54	894.425
391	12:14:57	897.682
392	12:15:00	900.890
393	12:15:10	910.339
394	12:15:11	911.686
395	12:15:16	916.507
396	12:15:20	920.964
